namespace_prefix	namespace_name	repository	repository_url	classification	confirmation_evidence	local_evidence_paths
geogeo	Geographical Entity Ontology	geneontology	https://github.com/biobricks-ai/geneontology	related-or-derived-not-namespace-resource	exact registry resource URL plus namespace-specific repository metadata: http://purl.obolibrary.org/obo|registry provider domain plus namespace-specific metadata token: purl.obolibrary.org; ontology	/mnt/raid2/biobricks/geneontology/.bb/brick.jsonld;/mnt/raid2/biobricks/geneontology/README.md;/mnt/raid2/biobricks/geneontology/dvc.yaml
go_ref	Gene Ontology Reference	geneontology	https://github.com/biobricks-ai/geneontology	related-or-derived-not-namespace-resource	registry provider domain plus namespace-specific metadata token: www.geneontology.org; ontology|registry provider domain plus namespace-specific metadata token: geneontology.org; ontology	/mnt/raid2/biobricks/geneontology/.bb/brick.jsonld;/mnt/raid2/biobricks/geneontology/README.md;/mnt/raid2/biobricks/geneontology/dvc.yaml
gsso	Gender, Sex, and Sexual Orientation (GSSO) Ontology	geneontology	https://github.com/biobricks-ai/geneontology	related-or-derived-not-namespace-resource	registry provider domain plus namespace-specific metadata token: purl.obolibrary.org; ontology	/mnt/raid2/biobricks/geneontology/.bb/brick.jsonld;/mnt/raid2/biobricks/geneontology/README.md;/mnt/raid2/biobricks/geneontology/dvc.yaml
iao	Information Artifact Ontology	geneontology	https://github.com/biobricks-ai/geneontology	related-or-derived-not-namespace-resource	registry provider domain plus namespace-specific metadata token: purl.obolibrary.org; ontology	/mnt/raid2/biobricks/geneontology/.bb/brick.jsonld;/mnt/raid2/biobricks/geneontology/README.md;/mnt/raid2/biobricks/geneontology/dvc.yaml
inchi	InChI	ebi-chebi	https://github.com/biobricks-ai/ebi-chebi	related-or-derived-not-namespace-resource	exact registry resource URL plus namespace-specific repository metadata: https://www.ebi.ac.uk/chebi	/mnt/raid2/biobricks/ebi-chebi/.bb/brick.jsonld;/mnt/raid2/biobricks/ebi-chebi/.bb/source.jsonld;/mnt/raid2/biobricks/ebi-chebi/dvc.yaml;/mnt/raid2/biobricks/ebi-chebi/stages/01_download.py
mondo	Mondo Disease Ontology	geneontology	https://github.com/biobricks-ai/geneontology	related-or-derived-not-namespace-resource	registry provider domain plus namespace-specific metadata token: purl.obolibrary.org; ontology	/mnt/raid2/biobricks/geneontology/.bb/brick.jsonld;/mnt/raid2/biobricks/geneontology/README.md;/mnt/raid2/biobricks/geneontology/dvc.yaml
obi	Ontology for Biomedical Investigations	geneontology	https://github.com/biobricks-ai/geneontology	related-or-derived-not-namespace-resource	exact registry resource URL plus namespace-specific repository metadata: http://purl.obolibrary.org/obo|registry provider domain plus namespace-specific metadata token: purl.obolibrary.org; ontology	/mnt/raid2/biobricks/geneontology/.bb/brick.jsonld;/mnt/raid2/biobricks/geneontology/README.md;/mnt/raid2/biobricks/geneontology/dvc.yaml
pdb.ligand	Protein Data Bank Ligand	pdbbind-opt-rdf	https://github.com/biobricks-ai/pdbbind-opt-rdf	related-or-derived-not-namespace-resource	registry provider domain plus namespace-specific metadata token: www.rcsb.org; ligand	/mnt/raid2/biobricks/pdbbind-opt-rdf/dvc.yaml;/mnt/raid2/biobricks/pdbbind-opt-rdf/stages/01_convert_rdf.py
pdb.ligand	Protein Data Bank Ligand	plas-20k-rdf	https://github.com/biobricks-ai/plas-20k-rdf	related-or-derived-not-namespace-resource	registry provider domain plus namespace-specific metadata token: www.rcsb.org; ligand	/mnt/raid2/biobricks/plas-20k-rdf/dvc.yaml;/mnt/raid2/biobricks/plas-20k-rdf/stages/01_convert_rdf.py
pubchem.bioassay	PubChem-bioassay	cosmetic-inci-glossary	https://github.com/biobricks-ai/cosmetic-inci-glossary	related-or-derived-not-namespace-resource	registry provider domain plus namespace-specific metadata token: pubchem.ncbi.nlm.nih.gov; pubchem	/mnt/raid2/biobricks/cosmetic-inci-glossary/.bb/brick.jsonld;/mnt/raid2/biobricks/cosmetic-inci-glossary/.bb/source.jsonld;/mnt/raid2/biobricks/cosmetic-inci-glossary/dvc.yaml;/mnt/raid2/biobricks/cosmetic-inci-glossary/stages/01_download.py
pubchem.bioassay	PubChem-bioassay	hsdb-pubchem	https://github.com/biobricks-ai/hsdb-pubchem	related-or-derived-not-namespace-resource	registry provider domain plus namespace-specific metadata token: pubchem.ncbi.nlm.nih.gov; pubchem	/mnt/raid2/biobricks/hsdb-pubchem/.bb/brick.jsonld;/mnt/raid2/biobricks/hsdb-pubchem/.bb/source.jsonld;/mnt/raid2/biobricks/hsdb-pubchem/dvc.yaml;/mnt/raid2/biobricks/hsdb-pubchem/stages/01_download.py
pubchem.bioassay	PubChem-bioassay	hsdb-pubchem-rdf	https://github.com/biobricks-ai/hsdb-pubchem-rdf	related-or-derived-not-namespace-resource	registry provider domain plus namespace-specific metadata token: pubchem.ncbi.nlm.nih.gov; pubchem	/mnt/raid2/biobricks/hsdb-pubchem-rdf/dvc.yaml;/mnt/raid2/biobricks/hsdb-pubchem-rdf/stages/01_convert_rdf.py
pubchem.bioassay	PubChem-bioassay	medium-downloading-pubchem-bioassays	https://github.com/biobricks-ai/medium-downloading-pubchem-bioassays	related-or-derived-not-namespace-resource	exact registry resource URL plus namespace-specific repository metadata: https://pubchem.ncbi.nlm.nih.gov/bioassay|registry provider domain plus namespace-specific metadata token: pubchem.ncbi.nlm.nih.gov; pubchem	/mnt/raid2/biobricks/medium-downloading-pubchem-bioassays/.bb/brick.jsonld;/mnt/raid2/biobricks/medium-downloading-pubchem-bioassays/README.md;/mnt/raid2/biobricks/medium-downloading-pubchem-bioassays/dvc.yaml;/mnt/raid2/biobricks/medium-downloading-pubchem-bioassays/stages/01_download.py
pubchem.compound	PubChem-compound	cosmetic-inci-glossary	https://github.com/biobricks-ai/cosmetic-inci-glossary	related-or-derived-not-namespace-resource	exact registry resource URL plus namespace-specific repository metadata: https://pubchem.ncbi.nlm.nih.gov/compound|registry provider domain plus namespace-specific metadata token: pubchem.ncbi.nlm.nih.gov; pubchem	/mnt/raid2/biobricks/cosmetic-inci-glossary/.bb/brick.jsonld;/mnt/raid2/biobricks/cosmetic-inci-glossary/.bb/source.jsonld;/mnt/raid2/biobricks/cosmetic-inci-glossary/dvc.yaml;/mnt/raid2/biobricks/cosmetic-inci-glossary/stages/01_download.py
pubchem.compound	PubChem-compound	hsdb-pubchem	https://github.com/biobricks-ai/hsdb-pubchem	related-or-derived-not-namespace-resource	registry provider domain plus namespace-specific metadata token: pubchem.ncbi.nlm.nih.gov; pubchem	/mnt/raid2/biobricks/hsdb-pubchem/.bb/brick.jsonld;/mnt/raid2/biobricks/hsdb-pubchem/.bb/source.jsonld;/mnt/raid2/biobricks/hsdb-pubchem/dvc.yaml;/mnt/raid2/biobricks/hsdb-pubchem/stages/01_download.py
pubchem.compound	PubChem-compound	hsdb-pubchem-rdf	https://github.com/biobricks-ai/hsdb-pubchem-rdf	related-or-derived-not-namespace-resource	exact registry resource URL plus namespace-specific repository metadata: https://pubchem.ncbi.nlm.nih.gov/compound|registry provider domain plus namespace-specific metadata token: pubchem.ncbi.nlm.nih.gov; pubchem	/mnt/raid2/biobricks/hsdb-pubchem-rdf/dvc.yaml;/mnt/raid2/biobricks/hsdb-pubchem-rdf/stages/01_convert_rdf.py
pubchem.compound	PubChem-compound	medium-downloading-pubchem-bioassays	https://github.com/biobricks-ai/medium-downloading-pubchem-bioassays	related-or-derived-not-namespace-resource	registry provider domain plus namespace-specific metadata token: pubchem.ncbi.nlm.nih.gov; pubchem	/mnt/raid2/biobricks/medium-downloading-pubchem-bioassays/.bb/brick.jsonld;/mnt/raid2/biobricks/medium-downloading-pubchem-bioassays/README.md;/mnt/raid2/biobricks/medium-downloading-pubchem-bioassays/dvc.yaml;/mnt/raid2/biobricks/medium-downloading-pubchem-bioassays/stages/01_download.py
pubchem.substance	PubChem-substance	cosmetic-inci-glossary	https://github.com/biobricks-ai/cosmetic-inci-glossary	related-or-derived-not-namespace-resource	registry provider domain plus namespace-specific metadata token: pubchem.ncbi.nlm.nih.gov; pubchem	/mnt/raid2/biobricks/cosmetic-inci-glossary/.bb/brick.jsonld;/mnt/raid2/biobricks/cosmetic-inci-glossary/.bb/source.jsonld;/mnt/raid2/biobricks/cosmetic-inci-glossary/dvc.yaml;/mnt/raid2/biobricks/cosmetic-inci-glossary/stages/01_download.py
pubchem.substance	PubChem-substance	hsdb-pubchem	https://github.com/biobricks-ai/hsdb-pubchem	related-or-derived-not-namespace-resource	registry provider domain plus namespace-specific metadata token: pubchem.ncbi.nlm.nih.gov; pubchem	/mnt/raid2/biobricks/hsdb-pubchem/.bb/brick.jsonld;/mnt/raid2/biobricks/hsdb-pubchem/.bb/source.jsonld;/mnt/raid2/biobricks/hsdb-pubchem/dvc.yaml;/mnt/raid2/biobricks/hsdb-pubchem/stages/01_download.py
pubchem.substance	PubChem-substance	hsdb-pubchem-rdf	https://github.com/biobricks-ai/hsdb-pubchem-rdf	related-or-derived-not-namespace-resource	registry provider domain plus namespace-specific metadata token: pubchem.ncbi.nlm.nih.gov; pubchem	/mnt/raid2/biobricks/hsdb-pubchem-rdf/dvc.yaml;/mnt/raid2/biobricks/hsdb-pubchem-rdf/stages/01_convert_rdf.py
pubchem.substance	PubChem-substance	medium-downloading-pubchem-bioassays	https://github.com/biobricks-ai/medium-downloading-pubchem-bioassays	related-or-derived-not-namespace-resource	registry provider domain plus namespace-specific metadata token: pubchem.ncbi.nlm.nih.gov; pubchem	/mnt/raid2/biobricks/medium-downloading-pubchem-bioassays/.bb/brick.jsonld;/mnt/raid2/biobricks/medium-downloading-pubchem-bioassays/README.md;/mnt/raid2/biobricks/medium-downloading-pubchem-bioassays/dvc.yaml;/mnt/raid2/biobricks/medium-downloading-pubchem-bioassays/stages/01_download.py
pubmed	PubMed	mckee	https://github.com/biobricks-ai/mckee	related-or-derived-not-namespace-resource	registry provider domain plus namespace-specific metadata token: pubmed.ncbi.nlm.nih.gov; pubmed	/mnt/raid2/biobricks/mckee/README.md;/mnt/raid2/biobricks/mckee/dvc.yaml;/mnt/raid2/biobricks/mckee/stages/03_build_catalog.py;/mnt/raid2/biobricks/mckee/stages/01_fetch_metadata.py
ro	Relation Ontology	geneontology	https://github.com/biobricks-ai/geneontology	related-or-derived-not-namespace-resource	exact registry resource URL plus namespace-specific repository metadata: http://purl.obolibrary.org/obo|registry provider domain plus namespace-specific metadata token: purl.obolibrary.org; ontology	/mnt/raid2/biobricks/geneontology/.bb/brick.jsonld;/mnt/raid2/biobricks/geneontology/README.md;/mnt/raid2/biobricks/geneontology/dvc.yaml
