namespace_prefix	namespace_name	repository	repository_url	classification	confirmation_evidence	local_evidence_paths
bitterdb.rec	BitterDB Receptor	bitterdb	https://github.com/biobricks-ai/bitterdb	primary-registered-resource	registry provider domain plus namespace-specific metadata token: bitterdb.agri.huji.ac.il; bitterdb	/mnt/raid2/biobricks/bitterdb/.bb/brick.jsonld;/mnt/raid2/biobricks/bitterdb/dvc.yaml;/mnt/raid2/biobricks/bitterdb/stages/01_download.py;/mnt/raid2/biobricks/bitterdb/stages/02_build.py
bmrb	Biological Magnetic Resonance Data Bank	bmrb-nmr-csv-tables	https://github.com/biobricks-ai/bmrb-nmr-csv-tables	primary-registered-resource	registry provider domain plus namespace-specific metadata token: bmrb.io; bmrb	/mnt/raid2/biobricks/bmrb-nmr-csv-tables/.bb/brick.jsonld;/mnt/raid2/biobricks/bmrb-nmr-csv-tables/dvc.yaml;/mnt/raid2/biobricks/bmrb-nmr-csv-tables/stages/01_download.py;/mnt/raid2/biobricks/bmrb-nmr-csv-tables/stages/02_build.py
brenda	BRENDA	brenda	https://github.com/biobricks-ai/brenda	primary-registered-resource	registry provider domain plus namespace-specific metadata token: www.brenda-enzymes.org; brenda	/mnt/raid2/biobricks/brenda/.bb/brick.jsonld;/mnt/raid2/biobricks/brenda/README.md;/mnt/raid2/biobricks/brenda/dvc.yaml;/mnt/raid2/biobricks/brenda/stages/brenda_parse.py
cellosaurus	Cellosaurus	cellosaurus	https://github.com/biobricks-ai/cellosaurus	primary-registered-resource	registry provider domain plus namespace-specific metadata token: www.cellosaurus.org; cellosaurus	/mnt/raid2/biobricks/cellosaurus/.bb/brick.jsonld;/mnt/raid2/biobricks/cellosaurus/README.md;/mnt/raid2/biobricks/cellosaurus/dvc.yaml;/mnt/raid2/biobricks/cellosaurus/stages/01_download.py
chebi	ChEBI	chebi	https://github.com/biobricks-ai/chebi	primary-registered-resource	exact registry resource URL plus namespace-specific repository metadata: https://www.ebi.ac.uk/chebi	/mnt/raid2/biobricks/chebi/.bb/brick.jsonld;/mnt/raid2/biobricks/chebi/README.md;/mnt/raid2/biobricks/chebi/dvc.yaml;/mnt/raid2/biobricks/chebi/stages/sdf2parquet.py
chebi	ChEBI	ebi-chebi	https://github.com/biobricks-ai/ebi-chebi	primary-registered-resource	exact registry resource URL plus namespace-specific repository metadata: https://www.ebi.ac.uk/chebi	/mnt/raid2/biobricks/ebi-chebi/.bb/brick.jsonld;/mnt/raid2/biobricks/ebi-chebi/.bb/source.jsonld;/mnt/raid2/biobricks/ebi-chebi/dvc.yaml;/mnt/raid2/biobricks/ebi-chebi/stages/01_download.py
chembl	ChEMBL	chembl-assays	https://github.com/biobricks-ai/chembl-assays	primary-registered-resource	exact registry resource URL plus namespace-specific repository metadata: https://www.ebi.ac.uk/chembl	/mnt/raid2/biobricks/chembl-assays/.bb/brick.jsonld;/mnt/raid2/biobricks/chembl-assays/.bb/source.jsonld;/mnt/raid2/biobricks/chembl-assays/dvc.yaml;/mnt/raid2/biobricks/chembl-assays/stages/01_download.py
chembl	ChEMBL	chembl-drugind	https://github.com/biobricks-ai/chembl-drugind	primary-registered-resource	exact registry resource URL plus namespace-specific repository metadata: https://www.ebi.ac.uk/chembl	/mnt/raid2/biobricks/chembl-drugind/.bb/brick.jsonld;/mnt/raid2/biobricks/chembl-drugind/.bb/source.jsonld;/mnt/raid2/biobricks/chembl-drugind/dvc.yaml;/mnt/raid2/biobricks/chembl-drugind/stages/01_download.py
chembl	ChEMBL	chembl-mechanisms	https://github.com/biobricks-ai/chembl-mechanisms	primary-registered-resource	exact registry resource URL plus namespace-specific repository metadata: https://www.ebi.ac.uk/chembl	/mnt/raid2/biobricks/chembl-mechanisms/.bb/brick.jsonld;/mnt/raid2/biobricks/chembl-mechanisms/.bb/source.jsonld;/mnt/raid2/biobricks/chembl-mechanisms/dvc.yaml;/mnt/raid2/biobricks/chembl-mechanisms/stages/01_download.py
chembl	ChEMBL	chembl-metabolism	https://github.com/biobricks-ai/chembl-metabolism	primary-registered-resource	exact registry resource URL plus namespace-specific repository metadata: https://www.ebi.ac.uk/chembl	/mnt/raid2/biobricks/chembl-metabolism/.bb/brick.jsonld;/mnt/raid2/biobricks/chembl-metabolism/.bb/source.jsonld;/mnt/raid2/biobricks/chembl-metabolism/dvc.yaml;/mnt/raid2/biobricks/chembl-metabolism/stages/01_download.py
chembl	ChEMBL	chembl-smiles	https://github.com/biobricks-ai/chembl-smiles	primary-registered-resource	exact registry resource URL plus namespace-specific repository metadata: https://www.ebi.ac.uk/chembl	/mnt/raid2/biobricks/chembl-smiles/.bb/brick.jsonld;/mnt/raid2/biobricks/chembl-smiles/.bb/source.jsonld;/mnt/raid2/biobricks/chembl-smiles/dvc.yaml;/mnt/raid2/biobricks/chembl-smiles/stages/01_download_build.py
chembl	ChEMBL	chembl-target-panels	https://github.com/biobricks-ai/chembl-target-panels	primary-registered-resource	exact registry resource URL plus namespace-specific repository metadata: https://www.ebi.ac.uk/chembl	/mnt/raid2/biobricks/chembl-target-panels/.bb/brick.jsonld;/mnt/raid2/biobricks/chembl-target-panels/dvc.yaml;/mnt/raid2/biobricks/chembl-target-panels/stages/01_download.py;/mnt/raid2/biobricks/chembl-target-panels/stages/02_build.py
chembl	ChEMBL	ebi-chembl	https://github.com/biobricks-ai/ebi-chembl	primary-registered-resource	exact registry resource URL plus namespace-specific repository metadata: https://www.ebi.ac.uk/chembl	/mnt/raid2/biobricks/ebi-chembl/.bb/brick.jsonld;/mnt/raid2/biobricks/ebi-chembl/.bb/source.jsonld;/mnt/raid2/biobricks/ebi-chembl/dvc.yaml;/mnt/raid2/biobricks/ebi-chembl/stages/01_download.py
chembl	ChEMBL	hf-skfp-chembl262-ki-rdf	https://github.com/biobricks-ai/hf-skfp-chembl262-ki-rdf	primary-registered-resource	exact registry resource URL plus namespace-specific repository metadata: https://www.ebi.ac.uk/chembl	/mnt/raid2/biobricks/hf-skfp-chembl262-ki-rdf/dvc.yaml;/mnt/raid2/biobricks/hf-skfp-chembl262-ki-rdf/stages/01_convert_rdf.py
chembl	ChEMBL	hf-skfp-chembl264-ki-rdf	https://github.com/biobricks-ai/hf-skfp-chembl264-ki-rdf	primary-registered-resource	exact registry resource URL plus namespace-specific repository metadata: https://www.ebi.ac.uk/chembl	/mnt/raid2/biobricks/hf-skfp-chembl264-ki-rdf/dvc.yaml;/mnt/raid2/biobricks/hf-skfp-chembl264-ki-rdf/stages/01_convert_rdf.py
chembl	ChEMBL	hf-skfp-chembl2835-ki-rdf	https://github.com/biobricks-ai/hf-skfp-chembl2835-ki-rdf	primary-registered-resource	exact registry resource URL plus namespace-specific repository metadata: https://www.ebi.ac.uk/chembl	/mnt/raid2/biobricks/hf-skfp-chembl2835-ki-rdf/dvc.yaml;/mnt/raid2/biobricks/hf-skfp-chembl2835-ki-rdf/stages/01_convert_rdf.py
chembl	ChEMBL	hf-skfp-chembl287-ki-rdf	https://github.com/biobricks-ai/hf-skfp-chembl287-ki-rdf	primary-registered-resource	exact registry resource URL plus namespace-specific repository metadata: https://www.ebi.ac.uk/chembl	/mnt/raid2/biobricks/hf-skfp-chembl287-ki-rdf/dvc.yaml;/mnt/raid2/biobricks/hf-skfp-chembl287-ki-rdf/stages/01_convert_rdf.py
chembl	ChEMBL	hf-skfp-chembl2971-ki-rdf	https://github.com/biobricks-ai/hf-skfp-chembl2971-ki-rdf	primary-registered-resource	exact registry resource URL plus namespace-specific repository metadata: https://www.ebi.ac.uk/chembl	/mnt/raid2/biobricks/hf-skfp-chembl2971-ki-rdf/dvc.yaml;/mnt/raid2/biobricks/hf-skfp-chembl2971-ki-rdf/stages/01_convert_rdf.py
chembl	ChEMBL	hf-skfp-chembl3979-ec50-rdf	https://github.com/biobricks-ai/hf-skfp-chembl3979-ec50-rdf	primary-registered-resource	exact registry resource URL plus namespace-specific repository metadata: https://www.ebi.ac.uk/chembl	/mnt/raid2/biobricks/hf-skfp-chembl3979-ec50-rdf/dvc.yaml;/mnt/raid2/biobricks/hf-skfp-chembl3979-ec50-rdf/stages/01_convert_rdf.py
chembl	ChEMBL	hf-skfp-chembl4005-ki-rdf	https://github.com/biobricks-ai/hf-skfp-chembl4005-ki-rdf	primary-registered-resource	exact registry resource URL plus namespace-specific repository metadata: https://www.ebi.ac.uk/chembl	/mnt/raid2/biobricks/hf-skfp-chembl4005-ki-rdf/dvc.yaml;/mnt/raid2/biobricks/hf-skfp-chembl4005-ki-rdf/stages/01_convert_rdf.py
chembl	ChEMBL	hf-skfp-chembl4203-ki-rdf	https://github.com/biobricks-ai/hf-skfp-chembl4203-ki-rdf	primary-registered-resource	exact registry resource URL plus namespace-specific repository metadata: https://www.ebi.ac.uk/chembl	/mnt/raid2/biobricks/hf-skfp-chembl4203-ki-rdf/dvc.yaml;/mnt/raid2/biobricks/hf-skfp-chembl4203-ki-rdf/stages/01_convert_rdf.py
chembl	ChEMBL	hf-skfp-chembl4616-ec50-rdf	https://github.com/biobricks-ai/hf-skfp-chembl4616-ec50-rdf	primary-registered-resource	exact registry resource URL plus namespace-specific repository metadata: https://www.ebi.ac.uk/chembl	/mnt/raid2/biobricks/hf-skfp-chembl4616-ec50-rdf/dvc.yaml;/mnt/raid2/biobricks/hf-skfp-chembl4616-ec50-rdf/stages/01_convert_rdf.py
chembl	ChEMBL	hf-skfp-chembl4792-ki-rdf	https://github.com/biobricks-ai/hf-skfp-chembl4792-ki-rdf	primary-registered-resource	exact registry resource URL plus namespace-specific repository metadata: https://www.ebi.ac.uk/chembl	/mnt/raid2/biobricks/hf-skfp-chembl4792-ki-rdf/dvc.yaml;/mnt/raid2/biobricks/hf-skfp-chembl4792-ki-rdf/stages/01_convert_rdf.py
chembl.compound	ChEMBL compound	chembl-rdf	https://github.com/biobricks-ai/chembl-rdf	primary-registered-resource	registry provider domain plus namespace-specific metadata token: rdf.ebi.ac.uk; chembl	/home/insilica/git/com.toxindex/kg/graphs/chembl-rdf/README.md;/home/insilica/git/com.toxindex/kg/graphs/chembl-rdf/dvc.yaml;/home/insilica/git/com.toxindex/kg/graphs/chembl-rdf/stages/01_download.py;/home/insilica/git/com.toxindex/kg/graphs/chembl-rdf/stages/00_inventory.py
chembl.compound	ChEMBL compound	chemblrdf	https://github.com/biobricks-ai/chemblrdf	primary-registered-resource	exact registry resource URL plus namespace-specific repository metadata: https://www.ebi.ac.uk/rdf/services/chembl	/mnt/raid2/biobricks/chemblrdf/.bb/brick.jsonld;/mnt/raid2/biobricks/chemblrdf/README.md;/mnt/raid2/biobricks/chemblrdf/dvc.yaml;/mnt/raid2/biobricks/chemblrdf/src/3_build_parquet.sh
chembl.target	ChEMBL target	chembl-rdf	https://github.com/biobricks-ai/chembl-rdf	primary-registered-resource	registry provider domain plus namespace-specific metadata token: rdf.ebi.ac.uk; chembl	/home/insilica/git/com.toxindex/kg/graphs/chembl-rdf/README.md;/home/insilica/git/com.toxindex/kg/graphs/chembl-rdf/dvc.yaml;/home/insilica/git/com.toxindex/kg/graphs/chembl-rdf/stages/01_download.py;/home/insilica/git/com.toxindex/kg/graphs/chembl-rdf/stages/00_inventory.py
clinicaltrials	ClinicalTrials.gov	clinicaltrials	https://github.com/biobricks-ai/clinicaltrials	primary-registered-resource	registry provider domain plus namespace-specific metadata token: clinicaltrials.gov; clinicaltrials	/mnt/raid2/biobricks/clinicaltrials/.bb/brick.jsonld;/mnt/raid2/biobricks/clinicaltrials/.bb/source.jsonld;/mnt/raid2/biobricks/clinicaltrials/README.md;/mnt/raid2/biobricks/clinicaltrials/dvc.yaml
comptox	CompTox Chemistry Dashboard	comptox	https://github.com/biobricks-ai/comptox	primary-registered-resource	exact registry resource URL plus namespace-specific repository metadata: https://comptox.epa.gov/dashboard|registry provider domain plus namespace-specific metadata token: comptox.epa.gov; comptox	/mnt/raid2/biobricks/comptox/.bb/brick.jsonld;/mnt/raid2/biobricks/comptox/README.md;/mnt/raid2/biobricks/comptox/dvc.yaml;/mnt/raid2/biobricks/comptox/stages/2_API_EPA.py
comptox	CompTox Chemistry Dashboard	comptox-rdf	https://github.com/biobricks-ai/comptox-rdf	primary-registered-resource	exact registry resource URL plus namespace-specific repository metadata: https://comptox.epa.gov/dashboard|registry provider domain plus namespace-specific metadata token: comptox.epa.gov; comptox	/mnt/raid2/biobricks/comptox-rdf/dvc.yaml;/mnt/raid2/biobricks/comptox-rdf/stages/01_convert_rdf.py
comptox	CompTox Chemistry Dashboard	comptox-zebrafish-rdf	https://github.com/biobricks-ai/comptox-zebrafish-rdf	primary-registered-resource	exact registry resource URL plus namespace-specific repository metadata: https://comptox.epa.gov/dashboard|registry provider domain plus namespace-specific metadata token: comptox.epa.gov; comptox	/mnt/raid2/biobricks/comptox-zebrafish-rdf/dvc.yaml;/mnt/raid2/biobricks/comptox-zebrafish-rdf/stages/01_convert_rdf.py
comptox	CompTox Chemistry Dashboard	epa-comptox-chemicals-dashboard-resourc	https://github.com/biobricks-ai/epa-comptox-chemicals-dashboard-resourc	primary-registered-resource	exact registry resource URL plus namespace-specific repository metadata: https://comptox.epa.gov/dashboard|registry provider domain plus namespace-specific metadata token: comptox.epa.gov; comptox	/mnt/raid2/biobricks/epa-comptox-chemicals-dashboard-resourc/.bb/brick.jsonld;/mnt/raid2/biobricks/epa-comptox-chemicals-dashboard-resourc/README.md;/mnt/raid2/biobricks/epa-comptox-chemicals-dashboard-resourc/dvc.yaml;/mnt/raid2/biobricks/epa-comptox-chemicals-dashboard-resourc/stages/01_download.py
comptox	CompTox Chemistry Dashboard	epa-comptox-lists	https://github.com/biobricks-ai/epa-comptox-lists	primary-registered-resource	exact registry resource URL plus namespace-specific repository metadata: https://comptox.epa.gov/dashboard|registry provider domain plus namespace-specific metadata token: comptox.epa.gov; comptox	/mnt/raid2/biobricks/epa-comptox-lists/.bb/brick.jsonld;/mnt/raid2/biobricks/epa-comptox-lists/.bb/source.jsonld;/mnt/raid2/biobricks/epa-comptox-lists/dvc.yaml;/mnt/raid2/biobricks/epa-comptox-lists/stages/01_download.py
conoserver	Conoserver	conoserver	https://github.com/biobricks-ai/conoserver	primary-registered-resource	registry provider domain plus namespace-specific metadata token: www.conoserver.org; conoserver	/mnt/raid2/biobricks/conoserver/.bb/brick.jsonld;/mnt/raid2/biobricks/conoserver/dvc.yaml;/mnt/raid2/biobricks/conoserver/stages/01_download.py;/mnt/raid2/biobricks/conoserver/stages/02_build.py
ctd.chemical	CTD Chemical	ctd-chemical-disease-associations	https://github.com/biobricks-ai/ctd-chemical-disease-associations	primary-registered-resource	registry provider domain plus namespace-specific metadata token: ctdbase.org; ctd	/mnt/raid2/biobricks/ctd-chemical-disease-associations/.bb/brick.jsonld;/mnt/raid2/biobricks/ctd-chemical-disease-associations/dvc.yaml;/mnt/raid2/biobricks/ctd-chemical-disease-associations/stages/01_download.py;/mnt/raid2/biobricks/ctd-chemical-disease-associations/stages/02_build.py
ctd.chemical	CTD Chemical	ctd-chemical-gene-interactions	https://github.com/biobricks-ai/ctd-chemical-gene-interactions	primary-registered-resource	registry provider domain plus namespace-specific metadata token: ctdbase.org; ctd	/mnt/raid2/biobricks/ctd-chemical-gene-interactions/.bb/brick.jsonld;/mnt/raid2/biobricks/ctd-chemical-gene-interactions/.bb/source.jsonld;/mnt/raid2/biobricks/ctd-chemical-gene-interactions/dvc.yaml;/mnt/raid2/biobricks/ctd-chemical-gene-interactions/stages/01_download.py
ctd.chemical	CTD Chemical	ctd-database	https://github.com/biobricks-ai/ctd-database	primary-registered-resource	registry provider domain plus namespace-specific metadata token: ctdbase.org; ctd	/mnt/raid2/biobricks/ctd-database/.bb/brick.jsonld;/mnt/raid2/biobricks/ctd-database/.bb/source.jsonld;/mnt/raid2/biobricks/ctd-database/dvc.yaml;/mnt/raid2/biobricks/ctd-database/stages/01_download.py
ctd.chemical	CTD Chemical	ctd-toxicogenomics	https://github.com/biobricks-ai/ctd-toxicogenomics	primary-registered-resource	registry provider domain plus namespace-specific metadata token: ctdbase.org; ctd	/mnt/raid2/biobricks/ctd-toxicogenomics/.bb/brick.jsonld;/mnt/raid2/biobricks/ctd-toxicogenomics/dvc.yaml;/mnt/raid2/biobricks/ctd-toxicogenomics/stages/01_download.py;/mnt/raid2/biobricks/ctd-toxicogenomics/stages/02_build.py
ctd.chemical	CTD Chemical	ctdbase	https://github.com/biobricks-ai/ctdbase	primary-registered-resource	registry provider domain plus namespace-specific metadata token: ctdbase.org; ctd	/mnt/raid2/biobricks/ctdbase/.bb/brick.jsonld;/mnt/raid2/biobricks/ctdbase/.bb/source.jsonld;/mnt/raid2/biobricks/ctdbase/README.md;/mnt/raid2/biobricks/ctdbase/dvc.yaml
ctd.disease	CTD Disease	ctd-chemical-disease-associations	https://github.com/biobricks-ai/ctd-chemical-disease-associations	primary-registered-resource	registry provider domain plus namespace-specific metadata token: ctdbase.org; ctd	/mnt/raid2/biobricks/ctd-chemical-disease-associations/.bb/brick.jsonld;/mnt/raid2/biobricks/ctd-chemical-disease-associations/dvc.yaml;/mnt/raid2/biobricks/ctd-chemical-disease-associations/stages/01_download.py;/mnt/raid2/biobricks/ctd-chemical-disease-associations/stages/02_build.py
ctd.disease	CTD Disease	ctd-chemical-gene-interactions	https://github.com/biobricks-ai/ctd-chemical-gene-interactions	primary-registered-resource	registry provider domain plus namespace-specific metadata token: ctdbase.org; ctd	/mnt/raid2/biobricks/ctd-chemical-gene-interactions/.bb/brick.jsonld;/mnt/raid2/biobricks/ctd-chemical-gene-interactions/.bb/source.jsonld;/mnt/raid2/biobricks/ctd-chemical-gene-interactions/dvc.yaml;/mnt/raid2/biobricks/ctd-chemical-gene-interactions/stages/01_download.py
ctd.disease	CTD Disease	ctd-database	https://github.com/biobricks-ai/ctd-database	primary-registered-resource	registry provider domain plus namespace-specific metadata token: ctdbase.org; ctd	/mnt/raid2/biobricks/ctd-database/.bb/brick.jsonld;/mnt/raid2/biobricks/ctd-database/.bb/source.jsonld;/mnt/raid2/biobricks/ctd-database/dvc.yaml;/mnt/raid2/biobricks/ctd-database/stages/01_download.py
ctd.disease	CTD Disease	ctd-toxicogenomics	https://github.com/biobricks-ai/ctd-toxicogenomics	primary-registered-resource	registry provider domain plus namespace-specific metadata token: ctdbase.org; ctd	/mnt/raid2/biobricks/ctd-toxicogenomics/.bb/brick.jsonld;/mnt/raid2/biobricks/ctd-toxicogenomics/dvc.yaml;/mnt/raid2/biobricks/ctd-toxicogenomics/stages/01_download.py;/mnt/raid2/biobricks/ctd-toxicogenomics/stages/02_build.py
ctd.disease	CTD Disease	ctdbase	https://github.com/biobricks-ai/ctdbase	primary-registered-resource	registry provider domain plus namespace-specific metadata token: ctdbase.org; ctd	/mnt/raid2/biobricks/ctdbase/.bb/brick.jsonld;/mnt/raid2/biobricks/ctdbase/.bb/source.jsonld;/mnt/raid2/biobricks/ctdbase/README.md;/mnt/raid2/biobricks/ctdbase/dvc.yaml
ctd.gene	CTD Gene	ctd-chemical-disease-associations	https://github.com/biobricks-ai/ctd-chemical-disease-associations	primary-registered-resource	registry provider domain plus namespace-specific metadata token: ctdbase.org; ctd	/mnt/raid2/biobricks/ctd-chemical-disease-associations/.bb/brick.jsonld;/mnt/raid2/biobricks/ctd-chemical-disease-associations/dvc.yaml;/mnt/raid2/biobricks/ctd-chemical-disease-associations/stages/01_download.py;/mnt/raid2/biobricks/ctd-chemical-disease-associations/stages/02_build.py
ctd.gene	CTD Gene	ctd-chemical-gene-interactions	https://github.com/biobricks-ai/ctd-chemical-gene-interactions	primary-registered-resource	registry provider domain plus namespace-specific metadata token: ctdbase.org; ctd	/mnt/raid2/biobricks/ctd-chemical-gene-interactions/.bb/brick.jsonld;/mnt/raid2/biobricks/ctd-chemical-gene-interactions/.bb/source.jsonld;/mnt/raid2/biobricks/ctd-chemical-gene-interactions/dvc.yaml;/mnt/raid2/biobricks/ctd-chemical-gene-interactions/stages/01_download.py
ctd.gene	CTD Gene	ctd-database	https://github.com/biobricks-ai/ctd-database	primary-registered-resource	registry provider domain plus namespace-specific metadata token: ctdbase.org; ctd	/mnt/raid2/biobricks/ctd-database/.bb/brick.jsonld;/mnt/raid2/biobricks/ctd-database/.bb/source.jsonld;/mnt/raid2/biobricks/ctd-database/dvc.yaml;/mnt/raid2/biobricks/ctd-database/stages/01_download.py
ctd.gene	CTD Gene	ctd-toxicogenomics	https://github.com/biobricks-ai/ctd-toxicogenomics	primary-registered-resource	registry provider domain plus namespace-specific metadata token: ctdbase.org; ctd	/mnt/raid2/biobricks/ctd-toxicogenomics/.bb/brick.jsonld;/mnt/raid2/biobricks/ctd-toxicogenomics/dvc.yaml;/mnt/raid2/biobricks/ctd-toxicogenomics/stages/01_download.py;/mnt/raid2/biobricks/ctd-toxicogenomics/stages/02_build.py
ctd.gene	CTD Gene	ctdbase	https://github.com/biobricks-ai/ctdbase	primary-registered-resource	registry provider domain plus namespace-specific metadata token: ctdbase.org; ctd	/mnt/raid2/biobricks/ctdbase/.bb/brick.jsonld;/mnt/raid2/biobricks/ctdbase/.bb/source.jsonld;/mnt/raid2/biobricks/ctdbase/README.md;/mnt/raid2/biobricks/ctdbase/dvc.yaml
disprot	DisProt	disprot-idp	https://github.com/biobricks-ai/disprot-idp	primary-registered-resource	registry provider domain plus namespace-specific metadata token: disprot.org; disprot	/mnt/raid2/biobricks/disprot-idp/.bb/brick.jsonld;/mnt/raid2/biobricks/disprot-idp/dvc.yaml;/mnt/raid2/biobricks/disprot-idp/stages/01_download.py;/mnt/raid2/biobricks/disprot-idp/stages/02_build.py
drugbank	DrugBank	drugbank-open	https://github.com/biobricks-ai/drugbank-open	primary-registered-resource	registry provider domain plus namespace-specific metadata token: go.drugbank.com; drugbank	/mnt/raid2/biobricks/drugbank-open/.bb/brick.jsonld;/mnt/raid2/biobricks/drugbank-open/.bb/source.jsonld;/mnt/raid2/biobricks/drugbank-open/README.md;/mnt/raid2/biobricks/drugbank-open/dvc.yaml
drugbank	DrugBank	drugbank-open-data	https://github.com/biobricks-ai/drugbank-open-data	primary-registered-resource	registry provider domain plus namespace-specific metadata token: go.drugbank.com; drugbank	/mnt/raid2/biobricks/drugbank-open-data/.bb/brick.jsonld;/mnt/raid2/biobricks/drugbank-open-data/dvc.yaml;/mnt/raid2/biobricks/drugbank-open-data/stages/01_download.py;/mnt/raid2/biobricks/drugbank-open-data/stages/02_build.py
drugbank	DrugBank	drugbank-products	https://github.com/biobricks-ai/drugbank-products	primary-registered-resource	registry provider domain plus namespace-specific metadata token: go.drugbank.com; drugbank	/mnt/raid2/biobricks/drugbank-products/.bb/brick.jsonld;/mnt/raid2/biobricks/drugbank-products/.bb/source.jsonld;/mnt/raid2/biobricks/drugbank-products/dvc.yaml;/mnt/raid2/biobricks/drugbank-products/stages/01_download.py
